Accuracy: 1.0
2	2	[0.00663787 0.01118437 0.98217773]
2	2	[0.00542945 0.01182791 0.98274267]
2	2	[0.00663787 0.01118437 0.98217773]
2	2	[0.00542945 0.01182791 0.98274267]
2	2	[0.00460282 0.01215682 0.9832404 ]
2	2	[0.00283091 0.0115233  0.98564583]
2	2	[0.00460282 0.01215682 0.9832404 ]
2	2	[0.00283091 0.0115233  0.98564583]
2	2	[0.00759912 0.00915212 0.9832487 ]
2	2	[0.00670203 0.00759061 0.98570734]
2	2	[0.00759912 0.00915212 0.9832487 ]
2	2	[0.00670203 0.00759061 0.98570734]
2	2	[0.00450543 0.01942086 0.97607374]
2	2	[0.00345605 0.01646264 0.9800813 ]
2	2	[0.00450543 0.01942086 0.97607374]
2	2	[0.00345605 0.01646264 0.9800813 ]
2	2	[0.00582573 0.01125371 0.9829206 ]
2	2	[0.00147159 0.00930972 0.98921865]
2	2	[0.00582573 0.01125371 0.9829206 ]
2	2	[0.00147159 0.00930972 0.98921865]
2	2	[0.02116686 0.01901045 0.9598228 ]
2	2	[0.01438586 0.01560277 0.97001135]
2	2	[0.02116686 0.01901045 0.9598228 ]
2	2	[0.01438586 0.01560277 0.97001135]
2	2	[0.00286393 0.0068423  0.99029374]
2	2	[0.00376161 0.00948579 0.9867526 ]
2	2	[0.00286393 0.0068423  0.99029374]
2	2	[0.00376161 0.00948579 0.9867526 ]
2	2	[0.00432581 0.01147176 0.9842024 ]
2	2	[0.00393077 0.01307231 0.98299694]
2	2	[0.00432581 0.01147176 0.9842024 ]
2	2	[0.00393077 0.01307231 0.98299694]
2	2	[0.00292439 0.00844041 0.9886352 ]
2	2	[0.00179132 0.00825795 0.9899507 ]
2	2	[0.00292439 0.00844041 0.9886352 ]
2	2	[0.00179132 0.00825795 0.9899507 ]
2	2	[0.00390177 0.00956337 0.9865348 ]
2	2	[0.00427818 0.00973155 0.9859903 ]
2	2	[0.00390177 0.00956337 0.9865348 ]
2	2	[0.00427818 0.00973155 0.9859903 ]
2	2	[0.00269801 0.00793961 0.9893624 ]
2	2	[0.00331892 0.00903012 0.987651  ]
2	2	[0.00269801 0.00793961 0.9893624 ]
2	2	[0.00331892 0.00903012 0.987651  ]
2	2	[0.00596425 0.01077643 0.9832593 ]
2	2	[0.00127161 0.00828683 0.99044156]
2	2	[0.00596425 0.01077643 0.9832593 ]
2	2	[0.00127161 0.00828683 0.99044156]
2	2	[0.00296517 0.00827468 0.98876023]
2	2	[0.00849019 0.01491571 0.97659403]
2	2	[0.00296517 0.00827468 0.98876023]
2	2	[0.00849019 0.01491571 0.97659403]
2	2	[0.00399377 0.00818756 0.9878186 ]
2	2	[0.00149554 0.00854163 0.98996276]
2	2	[0.00399377 0.00818756 0.9878186 ]
2	2	[0.00149554 0.00854163 0.98996276]
2	2	[0.00338719 0.00968027 0.9869326 ]
2	2	[0.00265083 0.00877152 0.9885776 ]
2	2	[0.00338719 0.00968027 0.9869326 ]
2	2	[0.00265083 0.00877152 0.9885776 ]
2	2	[0.00190568 0.01222406 0.98587024]
2	2	[0.00132939 0.0122091  0.98646146]
2	2	[0.00190568 0.01222406 0.98587024]
2	2	[0.00132939 0.0122091  0.98646146]
2	2	[0.00389676 0.00871737 0.98738587]
2	2	[0.00416947 0.01188303 0.9839475 ]
2	2	[0.00389676 0.00871737 0.98738587]
2	2	[0.00416947 0.01188303 0.9839475 ]
2	2	[9.5981476e-04 6.8512140e-03 9.9218893e-01]
2	2	[0.00274055 0.01080845 0.986451  ]
2	2	[9.5981476e-04 6.8512140e-03 9.9218893e-01]
2	2	[0.00274055 0.01080845 0.986451  ]
2	2	[0.01261895 0.01404234 0.9733387 ]
2	2	[0.00994407 0.01724922 0.97280675]
2	2	[0.01261895 0.01404234 0.9733387 ]
2	2	[0.00994407 0.01724922 0.97280675]
2	2	[0.00913749 0.01203501 0.97882754]
2	2	[0.00419345 0.00990313 0.9859034 ]
2	2	[0.00913749 0.01203501 0.97882754]
2	2	[0.00419345 0.00990313 0.9859034 ]
2	2	[0.0049409  0.00628246 0.9887766 ]
2	2	[0.0052523  0.00797421 0.9867735 ]
2	2	[0.0049409  0.00628246 0.9887766 ]
2	2	[0.0052523  0.00797421 0.9867735 ]
2	2	[0.0031733  0.00938401 0.9874427 ]
2	2	[0.00332225 0.00997692 0.98670083]
2	2	[0.0031733  0.00938401 0.9874427 ]
2	2	[0.00332225 0.00997692 0.98670083]
2	2	[0.00490784 0.01677809 0.9783141 ]
2	2	[0.0017706  0.01375256 0.98447686]
2	2	[0.00490784 0.01677809 0.9783141 ]
2	2	[0.0017706  0.01375256 0.98447686]
2	2	[0.00189034 0.01418444 0.9839252 ]
2	2	[0.00382487 0.01689478 0.9792804 ]
2	2	[0.00189034 0.01418444 0.9839252 ]
2	2	[0.00382487 0.01689478 0.9792804 ]
2	2	[0.00389596 0.00791188 0.98819214]
2	2	[0.0025163  0.00736753 0.9901162 ]
2	2	[0.00389596 0.00791188 0.98819214]
2	2	[0.0025163  0.00736753 0.9901162 ]
2	2	[0.0042662  0.00969206 0.9860417 ]
2	2	[0.00173922 0.00799212 0.9902686 ]
2	2	[0.0042662  0.00969206 0.9860417 ]
2	2	[0.00173922 0.00799212 0.9902686 ]
